IATA,ICAO,Name,City,Country,Latitude,Longitude
KGL,HRYR,Kigali International Airport,Kigali,Rwanda,-1.96863,30.1395
KME,HRZA,Kamembe Airport,Kamembe,Rwanda,-2.462239980697632,28.907899856567383
DOG,HSDN,Dongola Airport,Dongola,Sudan,19.1539001465,30.4300994873
RSS,HSDZ,Damazin Airport,Damazin,Sudan,11.7859,34.3367
ELF,HSFS,El Fasher Airport,El Fasher,Sudan,13.61489963531494,25.32460021972656
KSL,HSKA,Kassala Airport,Kassala,Sudan,15.387499809265137,36.328800201416016
KDX,HSLI,Kadugli Airport,Kadugli,Sudan,11.137999534600002,29.7010993958
EBD,HSOB,El Obeid Airport,El Obeid,Sudan,13.153200149536133,30.23270034790039
JUB,HSSJ,Juba International Airport,Juba,South Sudan,4.87201023102,31.6011009216
MAK,HSSM,Malakal Airport,Malakal,Sudan,9.55897045135498,31.65220069885254
KRT,HSSS,Khartoum International Airport,Khartoum,Sudan,15.589500427246094,32.553199768066406
ARK,HTAR,Arusha Airport,Arusha,Tanzania,-3.3677899837493896,36.63330078125
DAR,HTDA,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,-6.87811,39.202599
DOD,HTDO,Dodoma Airport,Dodoma,Tanzania,-6.170440196990967,35.75260162353516
IRI,HTIR,Iringa Airport,Iringa,Tanzania,-7.668630123138428,35.75210189819336
JRO,HTKJ,Kilimanjaro International Airport,Kilimanjaro,Tanzania,-3.42940998077,37.0745010376
LKY,HTLM,Lake Manyara Airport,Lake Manyara,Tanzania,-3.376310110092163,35.81829833984375
MYW,HTMT,Mtwara Airport,Mtwara,Tanzania,-10.339099884033203,40.18180084228516
MWZ,HTMW,Mwanza Airport,Mwanza,Tanzania,-2.4444899559021,32.932701110839844
PMA,HTPE,Pemba Airport,Pemba,Tanzania,-5.257259845733643,39.8114013671875
TGT,HTTG,Tanga Airport,Tanga,Tanzania,-5.092360019683838,39.07120132446289
ZNZ,HTZA,Abeid Amani Karume International Airport,Zanzibar,Tanzania,-6.22202,39.224899
EBB,HUEN,Entebbe International Airport,Entebbe,Uganda,0.042386,32.443501
SRT,HUSO,Soroti Airport,Soroti,Uganda,1.7276899814605713,33.622798919677734
TIA,LATI,Tirana International Airport Mother Teresa,Tirana,Albania,41.4146995544,19.7206001282
BOJ,LBBG,Burgas Airport,Bourgas,Bulgaria,42.56959915161133,27.515199661254883
GOZ,LBGO,Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,43.15140151977539,25.712900161743164
PDV,LBPD,Plovdiv International Airport,Plovdiv,Bulgaria,42.067799,24.8508
SOF,LBSF,Sofia Airport,Sofia,Bulgaria,42.69669342041016,23.411436080932617
SZR,LBSZ,Stara Zagora Airport,Stara Zagora,Bulgaria,42.3766667,25.655
VAR,LBWN,Varna Airport,Varna,Bulgaria,43.232101,27.8251
LCA,LCLK,Larnaca International Airport,Larnaca,Cyprus,34.875099182128906,33.624900817871094
PFO,LCPH,Paphos International Airport,Paphos,Cyprus,34.71799850463867,32.48569869995117
AKT,LCRA,RAF Akrotiri,Akrotiri,Cyprus,34.590401,32.9879
DBV,LDDU,Dubrovnik Airport,Dubrovnik,Croatia,42.5614013671875,18.268199920654297
OSI,LDOS,Osijek Airport,Osijek,Croatia,45.46269989013672,18.810199737548828
PUY,LDPL,Pula Airport,Pula,Croatia,44.89350128173828,13.922200202941896
RJK,LDRI,Rijeka Airport,Rijeka,Croatia,45.21689987182617,14.570300102233888
SPU,LDSP,Split Airport,Split,Croatia,43.53889846801758,16.29800033569336
ZAG,LDZA,Zagreb Airport,Zagreb,Croatia,45.7429008484,16.0687999725
ZAD,LDZD,Zadar Airport,Zadar,Croatia,44.108299,15.3467
ABC,LEAB,Albacete-Los Llanos Airport,Albacete,Spain,38.9485015869,-1.86352002621
ALC,LEAL,Alicante International Airport,Alicante,Spain,38.28219985961914,-0.5581560134887695
LEI,LEAM,Almería International Airport,Almeria,Spain,36.84389877319336,-2.3701000213623047
OVD,LEAS,Asturias Airport,Aviles,Spain,43.5635986328125,-6.0346198081970215
ODB,LEBA,Córdoba Airport,Cordoba,Spain,37.84199905395508,-4.848879814147949
BIO,LEBB,Bilbao Airport,Bilbao,Spain,43.30110168457031,-2.9106099605560303
BCN,LEBL,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846
BJZ,LEBZ,Badajoz Airport,Badajoz,Spain,38.891300201416016,-6.8213300704956055
LCG,LECO,A Coruña Airport,La Coruna,Spain,43.302101,-8.37726
GRO,LEGE,Girona Airport,Gerona,Spain,41.901000977,2.7605500221
GRX,LEGR,Federico Garcia Lorca Airport,Granada,Spain,37.18870162963867,-3.777359962463379
IBZ,LEIB,Ibiza Airport,Ibiza,Spain,38.8728981018,1.3731199502899998
XRY,LEJR,Jerez Airport,Jerez,Spain,36.74459838867188,-6.060110092163086
MJV,LELC,San Javier Airport,Murcia,Spain,37.775001525878906,-0.8123890161514282
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264
AGP,LEMG,Málaga Airport,Malaga,Spain,36.67490005493164,-4.499110221862793
MAH,LEMH,Menorca Airport,Menorca,Spain,39.86259841918945,4.218649864196777
OZP,LEMO,Moron Air Base,Sevilla,Spain,37.17490005493164,-5.615940093994141
PNA,LEPP,Pamplona Airport,Pamplona,Spain,42.77000045776367,-1.6463299989700315
REU,LERS,Reus Air Base,Reus,Spain,41.14739990234375,1.1671700477600098
ROZ,LERT,Rota Naval Station Airport,Rota,Spain,36.645198822,-6.34946012497
SLM,LESA,Salamanca Airport,Salamanca,Spain,40.95209884643555,-5.501989841461182
EAS,LESO,San Sebastian Airport,San Sebastian,Spain,43.35649871826172,-1.7906099557876587
SCQ,LEST,Santiago de Compostela Airport,Santiago,Spain,42.89630126953125,-8.415140151977539
LEU,LESU,Pirineus - la Seu d'Urgel Airport,Seo De Urgel,Spain,42.3386,1.40917
TOJ,LETO,Torrejón Airport,Madrid,Spain,40.496700286865234,-3.4458699226379395
VLC,LEVC,Valencia Airport,Valencia,Spain,39.4893,-0.481625
VLL,LEVD,Valladolid Airport,Valladolid,Spain,41.7061004639,-4.85194015503
VIT,LEVT,Vitoria/Foronda Airport,Vitoria,Spain,42.8828010559082,-2.7244699001312256
VGO,LEVX,Vigo Airport,Vigo,Spain,42.2318000793457,-8.62677001953125
SDR,LEXJ,Santander Airport,Santander,Spain,43.42710113525391,-3.82000994682312
ZAZ,LEZG,Zaragoza Air Base,Zaragoza,Spain,41.66619873046875,-1.0415500402450562
SVQ,LEZL,Sevilla Airport,Sevilla,Spain,37.417999267578125,-5.8931097984313965
CQF,LFAC,Calais-Dunkerque Airport,Calais,France,50.962100982666016,1.954759955406189
BYF,LFAQ,Albert-Bray Airport,Albert,France,49.9715003967,2.69765996933
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,Le Tourquet,France,50.51739883422852,1.6205899715423584
XVS,LFAV,Valenciennes-Denain Airport,Valenciennes,France,50.325801849365234,3.4612600803375244
AGF,LFBA,Agen-La Garenne Airport,Agen,France,44.17470169067383,0.5905560255050659
BOD,LFBD,Bordeaux-Mérignac Airport,Bordeaux,France,44.8283004761,-0.715556025505
EGC,LFBE,Bergerac-Roumanière Airport,Bergerac,France,44.82529830932617,0.5186110138893127
CNG,LFBG,Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,45.65829849243164,-0.3174999952316284
PIS,LFBI,Poitiers-Biard Airport,Poitiers,France,46.58769989013672,0.3066659867763519
MCU,LFBK,Montluçon-Guéret Airport,Montlucon-gueret,France,46.222599029541016,2.363960027694702
LIG,LFBL,Limoges Airport,Limoges,France,45.86280059814453,1.1794400215148926
NIT,LFBN,Niort-Souché Airport,Niort,France,46.313477,-0.394529
TLS,LFBO,Toulouse-Blagnac Airport,Toulouse,France,43.629101,1.36382
PUF,LFBP,Pau Pyrénées Airport,Pau,France,43.380001068115234,-0.4186109900474548
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,43.1786994934082,-0.0064389999024569
ANG,LFBU,Angoulême-Brie-Champniers Airport,Angouleme,France,45.72919845581055,0.2214560061693191
BVE,LFSL,Brive Souillac Airport,Brive,France,45.039722,1.485556
PGX,LFBX,Périgueux-Bassillac Airport,Perigueux,France,45.19810104370117,0.815555989742279
BIQ,LFBZ,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,43.4683333,-1.5311111
ZAO,LFCC,Cahors-Lalbenque Airport,Cahors,France,44.35139846801758,1.4752800464630127
LBI,LFCI,Albi-Le Séquestre Airport,Albi,France,43.91389846801758,2.1130599975585938
DCM,LFCK,Castres-Mazamet Airport,Castres,France,43.55630111694336,2.289180040359497
RDZ,LFCR,Rodez-Marcillac Airport,Rodez,France,44.407901763916016,2.4826700687408447
RYN,LFCY,Royan-Médis Airport,Royan,France,45.62810134887695,-0.9725000262260436
XMW,LFDB,Montauban Airport,Montauban,France,44.02569961547852,1.3780399560928345
RCO,LFDN,Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,45.88779830932617,-0.9830560088157654
CMR,LFGA,Colmar-Houssen Airport,Colmar,France,48.109901428222656,7.359010219573975
DLE,LFGJ,Dole-Tavaux Airport,Dole,France,47.042686,5.435063
OBS,LFHO,Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,44.544203,4.372192
LPY,LFHP,Le Puy-Loudes Airport,Le Puy,France,45.0806999206543,3.762890100479126
ETZ,LFJL,Metz-Nancy-Lorraine Airport,Metz,France,48.9821014404,6.25131988525
BIA,LFKB,Bastia-Poretta Airport,Bastia,France,42.55270004272461,9.48373031616211
CLY,LFKC,Calvi-Sainte-Catherine Airport,Calvi,France,42.5244444,8.7930556
FSC,LFKF,Figari Sud-Corse Airport,Figari,France,41.5005989074707,9.097780227661133
AJA,LFKJ,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,41.92359924316406,8.8029203414917
PRP,LFKO,Propriano Airport,Propriano,France,41.66059875488281,8.889749526977539
SOZ,LFKS,Solenzara (BA 126) Air Base,Solenzara,France,41.92440032958984,9.406000137329102
AUF,LFLA,Auxerre-Branches Airport,Auxerre,France,47.85020065307617,3.497109889984131
CMF,LFLB,Chambéry-Savoie Airport,Chambery,France,45.63809967041016,5.880229949951172
CFE,LFLC,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,45.7867012024,3.1691699028
BOU,LFLD,Bourges Airport,Bourges,France,47.058101654052734,2.3702800273895264
QNJ,LFLI,Annemasse Airport,Annemasse,France,46.1920013428,6.268390178680001
LYS,LFLL,Lyon Saint-Exupéry Airport,Lyon,France,45.725556,5.081111
SYT,LFLN,Saint-Yan Airport,St.-yan,France,46.41249847412109,4.0132598876953125
RNE,LFLO,Roanne-Renaison Airport,Roanne,France,46.05830001831055,4.001389980316162
NCY,LFLP,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,45.9308333,6.1063889
GNB,LFLS,Grenoble-Isère Airport,Grenoble,France,45.36289978027344,5.329370021820068
VAF,LFLU,Valence-Chabeuil Airport,Valence,France,44.9216,4.9699
VHY,LFLV,Vichy-Charmeil Airport,Vichy,France,46.169700622558594,3.4037399291992188
AUR,LFLW,Aurillac Airport,Aurillac,France,44.89139938354492,2.4219400882720947
CHR,LFLX,"Châteauroux-Déols ""Marcel Dassault"" Airport",Chateauroux,France,46.860278,1.721111
LYN,LFLY,Lyon-Bron Airport,Lyon,France,45.72719955444336,4.944270133972168
CEQ,LFMD,Cannes-Mandelieu Airport,Cannes,France,43.542,6.95348
EBU,LFMH,Saint-Étienne-Bouthéon Airport,St-Etienne,France,45.54059982299805,4.296390056610107
CCF,LFMK,Carcassonne Airport,Carcassonne,France,43.21599960327149,2.3063199520111084
MRS,LFML,Marseille Provence Airport,Marseille,France,43.439271922,5.22142410278
NCE,LFMN,Nice-Côte d'Azur Airport,Nice,France,43.6584014893,7.215869903560001
XOG,LFMO,Orange-Caritat (BA 115) Air Base,Orange,France,44.14049911499024,4.866720199584961
PGF,LFMP,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,42.74039840698242,2.8706700801849365
CTT,LFMQ,Le Castellet Airport,Le Castellet,France,43.25249862670898,5.785190105438232
MPL,LFMT,Montpellier-Méditerranée Airport,Montpellier,France,43.57619857788086,3.96301007270813
BZR,LFMU,Béziers-Vias Airport,Beziers,France,43.32350158691406,3.353899955749512
AVN,LFMV,Avignon-Caumont Airport,Avignon,France,43.90729904174805,4.901830196380615
MEN,LFNB,Mende-Brenoux Airfield,Mende,France,44.502102,3.53282
BVA,LFOB,Paris Beauvais Tillé Airport,Beauvais,France,49.45439910888672,2.1127800941467285
EVX,LFOE,Évreux-Fauville (BA 105) Air Base,Evreux,France,49.02870178222656,1.219859957695007
LEH,LFOH,Le Havre Octeville Airport,Le Havre,France,49.53390121459961,0.0880559980869293
XAB,LFOI,Abbeville,Abbeville,France,50.143501,1.831891
ORE,LFOJ,Orléans-Bricy (BA 123) Air Base,Orleans,France,47.9878005981,1.7605600357100002
XCR,LFOK,Châlons-Vatry Airport,Chalons,France,48.7733333333,4.206111111
URO,LFOP,Rouen Airport,Rouen,France,49.38420104980469,1.1748000383377075
TUF,LFOT,Tours-Val-de-Loire Airport,Tours,France,47.4322013855,0.727605998516
CET,LFOU,Cholet Le Pontreau Airport,Cholet,France,47.08209991455078,-0.8770639896392822
LVA,LFOV,Laval-Entrammes Airport,Laval,France,48.03139877319336,-0.7429860234260559
LBG,LFPB,Paris-Le Bourget Airport,Paris,France,48.96939849853516,2.441390037536621
CSF,LFPC,Creil Air Base,Creil,France,49.25350189208984,2.5191400051116943
CDG,LFPG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55
TNF,LFPN,Toussus-le-Noble Airport,Toussous-le-noble,France,48.75189971923828,2.1061899662017822
ORY,LFPO,Paris-Orly Airport,Paris,France,48.7233333,2.3794444
POX,LFPT,Pontoise - Cormeilles-en-Vexin Airport,Pontoise,France,49.096667,2.040833
VIY,LFPV,Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,France,48.7741667,2.1916667
NVS,LFQG,Nevers-Fourchambault Airport,Nevers,France,47.00260162353516,3.1133298873901367
XME,LFQJ,Maubeuge-Élesmes Airport,Maubeuge,France,50.31050109863281,4.033120155334473
LIL,LFQQ,Lille-Lesquin Airport,Lille,France,50.563332,3.086886
HZB,LFQT,Merville-Calonne Airport,Merville,France,50.61840057373047,2.642240047454834
XCZ,LFQV,Charleville-Mézières Airport,Charleville,France,49.78390121459961,4.647079944610596
BES,LFRB,Brest Bretagne Airport,Brest,France,48.447898864746094,-4.418540000915527
CER,LFRC,Cherbourg-Maupertus Airport,Cherbourg,France,49.65010070800781,-1.4702800512313845
DNR,LFRD,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,48.58769989013672,-2.0799601078033447
LBY,LFRE,La Baule-Escoublac Airport,La Baule,France,47.289398193359375,-2.346390008926392
GFR,LFRF,Granville Airport,Granville,France,48.88309860229492,-1.564170002937317
DOL,LFRG,Deauville-Saint-Gatien Airport,Deauville,France,49.3652992249,0.154305994511
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,47.76060104370117,-3.440000057220459
EDM,LFRI,La Roche-sur-Yon Airport,La Roche-sur-yon,France,46.70190048217773,-1.3786300420761108
LDV,LFRJ,Landivisiau Air Base,Landivisiau,France,48.53030014038086,-4.151639938354492
CFR,LFRK,Caen-Carpiquet Airport,Caen,France,49.173301696777344,-0.449999988079071
LME,LFRM,Le Mans-Arnage Airport,Le Mans,France,47.94860076904297,0.2016669958829879
RNS,LFRN,Rennes-Saint-Jacques Airport,Rennes,France,48.0694999695,-1.73478996754
LAI,LFRO,Lannion-Côte de Granit Airport,Lannion,France,48.754398,-3.47166
UIP,LFRQ,Quimper-Cornouaille Airport,Quimper,France,47.97499847412109,-4.167789936065674
NTE,LFRS,Nantes Atlantique Airport,Nantes,France,47.153198242200006,-1.61073005199
SBK,LFRT,Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,48.5378,-2.85444
MXN,LFRU,Morlaix-Ploujean Airport,Morlaix,France,48.6031990051,-3.81577992439
VNE,LFRV,Vannes-Meucon Airport,Vannes,France,47.72330093383789,-2.718559980392456
SNR,LFRZ,Saint-Nazaire-Montoir Airport,St.-nazaire,France,47.3105556,-2.1566667
BSL,LFSB,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,47.59,7.5291667
DIJ,LFSD,Dijon-Bourgogne Airport,Dijon,France,47.268902,5.09
MZM,LFSF,Metz-Frescaty (BA 128) Air Base,Metz,France,49.07170104980469,6.131669998168945
EPL,LFSG,Épinal-Mirecourt Airport,Epinal,France,48.325001,6.06998
ENC,LFSN,Nancy-Essey Airport,Nancy,France,48.69210052490234,6.230460166931152
RHE,LFSR,Reims-Champagne (BA 112) Air Base,Reims,France,49.310001,4.05
SXB,LFST,Strasbourg Airport,Strasbourg,France,48.53829956054688,7.628230094909668
TLN,LFTH,Toulon-Hyères Airport,Hyeres,France,43.0973014832,6.14602994919
FNI,LFTW,Nîmes-Arles-Camargue Airport,Nimes,France,43.75740051269531,4.4163498878479
MQC,LFVM,Miquelon Airport,Miquelon,Saint Pierre and Miquelon,47.095500946,-56.3802986145
FSP,LFVP,St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,46.76290130615234,-56.173099517822266
PYR,LGAD,Andravida Air Base,Andravida,Greece,37.9207,21.292601
AGQ,LGAG,Agrinion Air Base,Agrinion,Greece,38.602001,21.3512001
AXD,LGAL,Dimokritos Airport,Alexandroupolis,Greece,40.855899810791016,25.956300735473636
VOL,LGBL,Nea Anchialos Airport,Nea Anghialos,Greece,39.21960067749024,22.794300079345703
JKH,LGHI,Chios Island National Airport,Chios,Greece,38.34320068359375,26.140600204467773
IOA,LGIO,Ioannina Airport,Ioannina,Greece,39.6963996887207,20.82250022888184
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,35.3396987915,25.1802997589
KSO,LGKA,Kastoria National Airport,Kastoria,Greece,40.4463005066,21.2821998596
KIT,LGKC,Kithira Airport,Kithira,Greece,36.2742996216,23.0170001984
EFL,LGKF,Kefallinia Airport,Keffallinia,Greece,38.12009811401367,20.5004997253418
KLX,LGKL,Kalamata Airport,Kalamata,Greece,37.06829833984375,22.02549934387207
KGS,LGKO,Kos Airport,Kos,Greece,36.79330062866211,27.091699600219727
AOK,LGKP,Karpathos Airport,Karpathos,Greece,35.4213981628418,27.145999908447266
CFU,LGKR,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,39.601898193359375,19.911699295043945
KSJ,LGKS,Kasos Airport,Kasos,Greece,35.4213981628,26.9099998474
KVA,LGKV,Alexander the Great International Airport,Kavala,Greece,40.91329956054688,24.619199752807617
KZI,LGKZ,Filippos Airport,Kozani,Greece,40.28609848022461,21.84079933166504
LRS,LGLE,Leros Airport,Leros,Greece,37.184898,26.800301
LXS,LGLM,Limnos Airport,Limnos,Greece,39.917098999,25.236299514799995
LRA,LGLR,Larisa Airport,Larissa,Greece,39.650253,22.4655
JMK,LGMK,Mikonos Airport,Mykonos,Greece,37.43510055541992,25.348100662231445
MJT,LGMT,Mytilene International Airport,Mytilini,Greece,39.0567016602,26.5983009338
PVK,LGPZ,Aktion National Airport,Preveza,Greece,38.92549896240234,20.765300750732425
RHO,LGRP,Diagoras Airport,Rhodos,Greece,36.405399322509766,28.086200714111328
GPA,LGRX,Araxos Airport,Patras,Greece,38.1511,21.4256
CHQ,LGSA,Chania International Airport,Chania,Greece,35.531700134277344,24.14970016479492
JSI,LGSK,Skiathos Island National Airport,Skiathos,Greece,39.17710113525391,23.503700256347656
SMI,LGSM,Samos Airport,Samos,Greece,37.68999862670898,26.911699295043945
SPJ,LGSP,Sparti Airport,Sparti,Greece,36.973899841308594,22.52630043029785
JTR,LGSR,Santorini Airport,Thira,Greece,36.399200439453125,25.47929954528809
JSH,LGST,Sitia Airport,Sitia,Greece,35.21609878540039,26.101299285888672
SKU,LGSY,Skiros Airport,Skiros,Greece,38.9676017761,24.4871997833
SKG,LGTS,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,40.51969909667969,22.97089958190918
ZTH,LGZA,"Zakynthos International Airport ""Dionysios Solomos""",Zakynthos,Greece,37.7509,20.8843
BUD,LHBP,Budapest Liszt Ferenc International Airport,Budapest,Hungary,47.42976,19.261093
DEB,LHDC,Debrecen International Airport,Debrecen,Hungary,47.48889923095703,21.61529922485352
CRV,LIBC,Crotone Airport,Crotone,Italy,38.9972,17.0802
BRI,LIBD,Bari Karol Wojtyła Airport,Bari,Italy,41.138901,16.760599
FOG,LIBF,"Foggia ""Gino Lisa"" Airport",Foggia,Italy,41.432899,15.535
TAR,LIBG,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,Italy,40.517502,17.4032
LCC,LIBN,Lecce Galatina Air Base,Lecce,Italy,40.239201,18.133301
PSR,LIBP,Pescara International Airport,Pescara,Italy,42.431702,14.1811
BDS,LIBR,Brindisi – Salento Airport,Brindisi,Italy,40.6576,17.947001
SUF,LICA,Lamezia Terme Airport,Lamezia,Italy,38.905399,16.2423
CTA,LICC,Catania-Fontanarossa Airport,Catania,Italy,37.466801,15.0664
LMP,LICD,Lampedusa Airport,Lampedusa,Italy,35.497898,12.6181
PNL,LICG,Pantelleria Airport,Pantelleria,Italy,36.816502,11.9689
PMO,LICJ,Falcone–Borsellino Airport,Palermo,Italy,38.175999,13.091
REG,LICR,Reggio Calabria Airport,Reggio Calabria,Italy,38.071201,15.6516
TPS,LICT,Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,37.9114,12.488
NSY,LICZ,Sigonella Navy Air Base,Sigonella,Italy,37.401699,14.9224
AHO,LIEA,Alghero-Fertilia Airport,Alghero,Italy,40.632099,8.29077
DCI,LIED,Decimomannu Air Base,Decimomannu,Italy,39.354198,8.97248
CAG,LIEE,Cagliari Elmas Airport,Cagliari,Italy,39.251499,9.05428
OLB,LIEO,Olbia Costa Smeralda Airport,Olbia,Italy,40.898701,9.51763
TTB,LIET,Tortolì Airport,Tortoli,Italy,39.9188,9.68298
MXP,LIMC,Malpensa International Airport,Milano,Italy,45.6306,8.72811
BGY,LIME,Il Caravaggio International Airport,Bergamo,Italy,45.673901,9.70417
TRN,LIMF,Turin Airport,Torino,Italy,45.200802,7.64963
ALL,LIMG,Villanova D'Albenga International Airport,Albenga,Italy,44.050598,8.12743
GOA,LIMJ,Genoa Cristoforo Colombo Airport,Genoa,Italy,44.4133,8.8375
LIN,LIML,Milano Linate Airport,Milan,Italy,45.445099,9.27674
PMF,LIMP,Parma Airport,Parma,Italy,44.824501,10.2964
CUF,LIMZ,Cuneo International Airport,Cuneo,Italy,44.547001,7.62322
AVB,LIPA,Aviano Air Base,Aviano,Italy,46.031898,12.596503
BZO,LIPB,Bolzano Airport,Bolzano,Italy,46.460201,11.3264
BLQ,LIPE,Bologna Guglielmo Marconi Airport,Bologna,Italy,44.5354,11.2887
TSF,LIPH,Treviso-Sant'Angelo Airport,Treviso,Italy,45.648399,12.1944
FRL,LIPK,Forlì Airport,Forli,Italy,44.194801,12.0701
VBS,LIPO,Brescia Airport,Brescia,Italy,45.428902,10.3306
TRS,LIPQ,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,45.827499,13.4722
RMI,LIPR,Federico Fellini International Airport,Rimini,Italy,44.020302,12.6117
VIC,LIPT,Vicenza Airport,Vicenza,Italy,45.573399,11.5295
QPA,LIPU,Padova Airport,Padova,Italy,45.395802,11.8479
VRN,LIPX,Verona Villafranca Airport,Villafranca,Italy,45.395699,10.8885
VCE,LIPZ,Venice Marco Polo Airport,Venice,Italy,45.505299,12.3519
SAY,LIQS,Siena-Ampugnano Airport,Siena,Italy,43.256302,11.255
CIA,LIRA,Ciampino–G. B. Pastine International Airport,Rome,Italy,41.7994,12.5949
FCO,LIRF,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,41.8002778,12.2388889
EBA,LIRJ,Marina Di Campo Airport,Marina Di Campo,Italy,42.7603,10.2394
QLT,LIRL,Latina Air Base,Latina,Italy,41.5424,12.909
NAP,LIRN,Naples International Airport,Naples,Italy,40.886002,14.2908
PSA,LIRP,Pisa International Airport,Pisa,Italy,43.683899,10.3927
FLR,LIRQ,Peretola Airport,Florence,Italy,43.810001,11.2051
GRS,LIRS,Grosseto Air Base,Grosseto,Italy,42.759701,11.0719
PEG,LIRZ,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,Italy,43.095901,12.5132
LJU,LJLJ,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,46.223701,14.4576
MBX,LJMB,Maribor Airport,Maribor,Slovenia,46.47990036010742,15.686100006103516
POW,LJPZ,Portoroz Airport,Portoroz,Slovenia,45.4734001159668,13.614999771118164
UHE,LKKU,Kunovice Airport,Kunovice,Czech Republic,49.02939987182617,17.439699172973633
KLV,LKKV,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,50.20299911499024,12.914999961853027
OSR,LKMT,Ostrava Leos Janáček Airport,Ostrava,Czech Republic,49.6963005065918,18.111099243164062
PED,LKPD,Pardubice Airport,Pardubice,Czech Republic,50.01340103149414,15.73859977722168
PRV,LKPO,Přerov Air Base,Prerov,Czech Republic,49.42580032348633,17.404699325561523
PRG,LKPR,Václav Havel Airport Prague,Prague,Czech Republic,50.1008,14.26
BRQ,LKTB,Brno-Tuřany Airport,Brno,Czech Republic,49.15129852294922,16.694400787353516
VOD,LKVO,Vodochody Airport,Vodochody,Czech Republic,50.216599,14.3958
TLV,LLBG,Ben Gurion International Airport,Tel-aviv,Israel,32.01139831542969,34.88669967651367
BEV,LLBS,Beersheba (Teyman) Airport,Beer-sheba,Israel,31.287000656128,34.722999572754
ETH,LLET,Eilat Airport,Elat,Israel,29.56130027770996,34.96009826660156
EIY,LLEY,Ein Yahav Airfield,Eyn-yahav,Israel,30.621700286865234,35.20330047607422
HFA,LLHA,Haifa International Airport,Haifa,Israel,32.80939865112305,35.04309844970703
RPN,LLIB,Ben Ya'akov Airport,Rosh Pina,Israel,32.98099899291992,35.5718994140625
MTZ,LLMZ,Bar Yehuda Airfield,Metzada,Israel,31.32819938659668,35.38859939575195
VTM,LLNV,Nevatim Air Base,Nevatim,Israel,31.2082996368,35.012298584
VDA,LLOV,Ovda International Airport,Ovda,Israel,29.94029998779297,34.93579864501953
MIP,LLRM,Ramon Air Base,Ramon,Israel,30.776100158691406,34.66669845581055
SDV,LLSD,Sde Dov Airport,Tel-aviv,Israel,32.11470031738281,34.78219985961914
MLA,LMML,Malta International Airport,Malta,Malta,35.857498,14.4775
GRZ,LOWG,Graz Airport,Graz,Austria,46.9911003112793,15.439599990844728
INN,LOWI,Innsbruck Airport,Innsbruck,Austria,47.260201,11.344
LNZ,LOWL,Linz Hörsching Airport,Linz,Austria,48.2332,14.1875
SZG,LOWS,Salzburg Airport,Salzburg,Austria,47.7933006287,13.0043001175
VIE,LOWW,Vienna International Airport,Vienna,Austria,48.110298156738,16.569700241089
AVR,LPAR,Alverca Air Base,Alverca,Portugal,38.883301,-9.0301
SMA,LPAZ,Santa Maria Airport,Santa Maria (island),Portugal,36.97140121459961,-25.17060089111328
BGC,LPBG,Bragança Airport,Braganca,Portugal,41.8578,-6.70713
BYJ,LPBJ,Beja Airport / Airbase,Beja (madeira),Portugal,38.078899,-7.9324
BGZ,LPBR,Braga Municipal Aerodrome,Braga,Portugal,41.5871009827,-8.445139884949999
CAT,LPCS,Cascais Airport,Cascais,Portugal,38.724998,-9.35523
FLW,LPFL,Flores Airport,Flores,Portugal,39.455299377441406,-31.13139915466309
